,sentence,correct label,predicted label,is correct,is train,
14468,thank you good bye,thankyou,thankyou,True,True,
14469,it has to serve unusual,inform,inform,True,True,
14470,breath thank you goodbye,thankyou,thankyou,True,True,
14471,i dont care,inform,inform,True,True,
14472,whats the phone number,request,request,True,True,
14473,phone number,request,request,True,True,
14474,doesnt matter,inform,inform,True,True,
14475,thank you good bye,thankyou,thankyou,True,True,
14476,what is their phone number,request,request,True,True,
14477,i dont care,inform,inform,True,True,
14478,no,negate,negate,True,True,
14479,good bye,bye,bye,True,True,
14480,looking for something cheap,inform,inform,True,True,
14481,thank you good bye,thankyou,thankyou,True,True,
14482,modern european,inform,inform,True,True,
14483,unintelligible,null,null,True,True,
14484,yes,affirm,affirm,True,True,
14485,what about mediterranean food,inform,reqalts,False,True,
14486,good bye,bye,bye,True,True,
14487,what is the phone number,request,request,True,True,
14488,how about mediterranean,reqalts,reqalts,True,True,
14489,thank you good bye,thankyou,thankyou,True,True,
14490,moderate,inform,inform,True,True,
14491,unintelligible,null,null,True,True,
14492,thank you good bye,thankyou,thankyou,True,True,
14493,what is the post code,request,request,True,True,
14494,whats their address,request,request,True,True,
14495,what about portuguese food,reqalts,reqalts,True,True,
14496,what about indian food,reqalts,reqalts,True,True,
14497,address phone number postcode,request,request,True,True,
14498,address,request,request,True,True,
14499,how about a turkish restaurant,reqalts,reqalts,True,True,
14500,i want scottish food,inform,inform,True,True,
14501,it doesnt matter hungarian food,inform,inform,True,True,
14502,noise thank you goodbye,thankyou,thankyou,True,True,
14503,sil,null,null,True,True,
14504,north american,inform,inform,True,True,
14505,and the phone number,request,request,True,True,
14506,swiss food,inform,inform,True,True,
14507,what about british,reqalts,reqalts,True,True,
14508,whats the address,request,request,True,True,
14509,im looking for a restaurant that serves russian food,inform,inform,True,True,
14510,i dont care,inform,inform,True,True,
14511,unintelligible,null,null,True,True,
14512,phone number,request,request,True,True,
14513,telephone number,request,request,True,True,
14514,unintelligible,null,null,True,True,
14515,thank you good bye,thankyou,thankyou,True,True,
14516,the centre,inform,inform,True,True,
14517,no,negate,negate,True,True,
14518,dont care,inform,inform,True,True,
14519,yes,affirm,affirm,True,True,
14520,id like a moderately price,inform,inform,True,True,
14521,thank you good bye,thankyou,thankyou,True,True,
14522,how about spanish food,reqalts,reqalts,True,True,
14523,im looking for a restaurant serving vietnamese food,inform,inform,True,True,
14524,how about portugeuse,reqalts,reqalts,True,True,
14525,im looking for a moderately priced restaurant in the north part of town,inform,inform,True,True,
14526,thank you good bye,thankyou,thankyou,True,True,
14527,moderately priced,inform,inform,True,True,
14528,does it serve caribbean food,confirm,confirm,True,True,
14529,post code,request,request,True,True,
14530,im looking for a restaurant in the south part of town,inform,inform,True,True,
14531,cheap,inform,inform,True,True,
14532,thank you good bye,thankyou,thankyou,True,True,
14533,is there mediterranean food,inform,inform,True,True,
14534,i need to find an expensive restaurant in the south park of town,inform,inform,True,True,
14535,may i have the phone number talking,request,request,True,True,
14536,anything else,reqalts,reqalts,True,True,
14537,um moderate,inform,inform,True,True,
14538,sil,null,null,True,True,
14539,cheap,inform,inform,True,True,
14540,canape,inform,inform,True,True,
14541,whats the phone number,request,request,True,True,
14542,african food,inform,inform,True,True,
14543,south part of town,inform,inform,True,True,
14544,looking for persian food,inform,inform,True,True,
14545,dont care,inform,inform,True,True,
14546,any,inform,inform,True,True,
14547,no,negate,negate,True,True,
14548,cheap,inform,inform,True,True,
14549,uh yes,affirm,affirm,True,True,
14550,the south part of town,inform,inform,True,True,
14551,im looking for an expensive restaurant and it should be east part of town,inform,inform,True,True,
14552,thank you good bye,thankyou,thankyou,True,True,
14553,african,inform,inform,True,True,
14554,im looking for a moderately priced restaurant in the south part of town,inform,inform,True,True,
14555,pan asian food,inform,inform,True,True,
14556,address and post code,request,request,True,True,
14557,doesnt matter,inform,inform,True,True,
14558,no,negate,negate,True,True,
14559,i dont care,inform,inform,True,True,
14560,swedish,inform,inform,True,True,
14561,italian,inform,inform,True,True,
14562,and phone number,request,request,True,True,
14563,center town,inform,inform,True,True,
14564,sil,null,null,True,True,
14565,can we start over,restart,restart,True,True,
14566,it doesnt matter,inform,inform,True,True,
14567,thank you good bye,thankyou,thankyou,True,True,
14568,in the east,inform,inform,True,True,
14569,phone number,request,request,True,True,
14570,i dont care,inform,inform,True,True,
14571,thank you good bye,thankyou,thankyou,True,True,
14572,french food any french food,inform,inform,True,True,
14573,no,negate,negate,True,True,
14574,any type of food,inform,inform,True,True,
14575,anything else,reqalts,reqalts,True,True,
14576,i want thai food,inform,inform,True,True,
14577,dont care,inform,inform,True,True,
14578,are there any restaurants that serve english food,reqalts,reqalts,True,True,
14579,how about italian food,reqalts,reqalts,True,True,
14580,and whats the price range,request,request,True,True,
14581,i want to find an expensive restaurant that serves korean food,inform,inform,True,True,
14582,more,reqmore,null,False,True,
14583,how about asian oriental type of food,reqalts,reqalts,True,True,
14584,okay thank you,thankyou,thankyou,True,True,
14585,north american,inform,inform,True,True,
14586,can i get the address,request,request,True,True,
14587,phone number,request,request,True,True,
14588,whats the address,request,request,True,True,
14589,no thank you,negate,negate,True,True,
14590,im looking for an expensive restaurant in the south part of town,inform,inform,True,True,
14591,yes,affirm,affirm,True,True,
14592,thank you,thankyou,thankyou,True,True,
14593,im looking for a restaurant in the east part of town,inform,inform,True,True,
14594,okay thank you good bye,thankyou,thankyou,True,True,
14595,thank you good bye,thankyou,thankyou,True,True,
14596,breath thank you goodbye,thankyou,thankyou,True,True,
14597,any type of food,inform,inform,True,True,
14598,im looking for a moderately priced restaurant in the north part of town,inform,inform,True,True,
14599,italian food,inform,inform,True,True,
14600,i am searching for a moderately priced restaurant in the east part of,inform,inform,True,True,
14601,whats the phone number,request,request,True,True,
14602,chinese food,inform,inform,True,True,
14603,and the post code,request,request,True,True,
14604,breath how bout north part of town,inform,inform,True,True,
14605,dont care whats the phone number,inform,request,False,True,
14606,where is it,request,request,True,True,
14607,address,request,request,True,True,
14608,oriental,inform,inform,True,True,
14609,im looking for a moderately priced restaurant that serves christmas food,inform,inform,True,True,
14610,what is the address,request,request,True,True,
14611,turkish,inform,inform,True,True,
14612,phone number,request,request,True,True,
14613,and what type of food do they serve,request,request,True,True,
14614,i want thai food,inform,inform,True,True,
14615,south,inform,inform,True,True,
14616,can i get the phone number and price range,request,request,True,True,
14617,im looking for a moderately priced restaurant,inform,inform,True,True,
14618,yes,affirm,affirm,True,True,
14619,noise,null,null,True,True,
14620,im looking chineese food,inform,inform,True,True,
14621,i dont care,inform,inform,True,True,
14622,asian,inform,inform,True,True,
14623,whats the address,request,request,True,True,
14624,hi im looking for a cheap restaurant in the south part of town,hello,hello,True,True,
14625,okay and um,null,null,True,True,
14626,noise,null,null,True,True,
14627,the address,request,request,True,True,
14628,thank you good bye,thankyou,thankyou,True,True,
14629,thank you good bye,thankyou,thankyou,True,True,
14630,persian food,inform,inform,True,True,
14631,sil,null,null,True,True,
14632,im looking for a cheap restaurant in the west part of town,inform,inform,True,True,
14633,how about the phone number,request,request,True,True,
14634,okay thank you and good bye,bye,bye,True,True,
14635,noise,null,null,True,True,
14636,a restaurant in the south part of town hungarian food,inform,inform,True,True,
14637,turkish food,inform,inform,True,True,
14638,indonesian food,inform,inform,True,True,
14639,thank you good bye,thankyou,thankyou,True,True,
14640,west,inform,inform,True,True,
14641,thank you good bye,thankyou,thankyou,True,True,
14642,phone number and address,request,request,True,True,
14643,phone number,request,request,True,True,
14644,australian,inform,inform,True,True,
14645,unintelligible restaurant,inform,inform,True,True,
14646,thank you good bye,thankyou,thankyou,True,True,
14647,what is the phone number,request,request,True,True,
14648,west,inform,inform,True,True,
14649,sil,null,null,True,True,
14650,yes,affirm,affirm,True,True,
14651,indonesian food east part of town,inform,inform,True,True,
14652,okay may i get the address,request,request,True,True,
14653,thank you good bye,thankyou,thankyou,True,True,
14654,catalan,inform,inform,True,True,
14655,im looking for vegetarian food on the east part of town,inform,inform,True,True,
14656,is there anything else,reqalts,reqalts,True,True,
14657,how about chinese,reqalts,reqalts,True,True,
14658,ya im looking for a restaurant serving persian food,inform,inform,True,True,
